gift_id	gift_type	name	description	mode	status	version	notes
oxobutanoate_biosynthesis_citramalate	metabolic	Pyruvate to 2-oxobutanoate	Encodes the citramalate route to 2-oxobutanoate, which reaches the isoleucine precursor from pyruvate without passing through threonine. Rare -- 3.3 per cent of bacterial genomes -- and curated because it is the only isoleucine route available to a genome that cannot make threonine, which is exactly the case a composition graph should be able to answer.	anabolic	curated	1	
isoleucine_biosynthesis	metabolic	2-oxobutanoate to L-isoleucine	Encodes the isoleucine branch of the acetohydroxyacid pathway, from 2-oxobutanoate to L-isoleucine. The four enzymes are the same ones that build valine from two pyruvates; the reactions are different because the substrate is. Cutting at 2-oxobutanoate is what makes the two amino acids separable, and it is also what connects isoleucine to its two suppliers: threonine deamination and the citramalate route.	anabolic	curated	1	
phenylalanine_biosynthesis	metabolic	Chorismate to L-phenylalanine	Encodes the prephenate dehydratase branch from chorismate to L-phenylalanine. The final transamination is evidenced by a wider marker set than KEGG uses: requiring TyrB alone calls the trait in 2296 bacterial genomes where the discriminating aryl skeleton is present in 7796, and accepting the aspartate and branched-chain aminotransferases -- which do transaminate aromatic 2-oxo acids -- recovers 7733. The step is kept required because it is real chemistry, but the specificity of the claim rests on the skeleton, not on the transaminase.	anabolic	curated	1	
tyrosine_biosynthesis	metabolic	Chorismate to L-tyrosine	Encodes the prephenate dehydrogenase branch from chorismate to L-tyrosine, with NAD- and NADP-dependent routes that are separately evidenced by different orthology groups. The final transamination carries the same widened marker set as phenylalanine biosynthesis, for the same measured reason.	anabolic	curated	1	
tryptophan_biosynthesis	metabolic	Chorismate and L-glutamine to L-tryptophan	Encodes the five-step branch from chorismate to L-tryptophan. L-glutamine is declared as an input because the anthranilate synthase amidotransfer is the nitrogen source of the ring in every route, which is the same reading of an amidotransferase already applied to pyrimidine and pyridoxal phosphate biosynthesis; L-serine, which supplies the side chain, is not, because it is a co-substrate of the last step rather than the boundary the trait is about. The indole intermediate of tryptophan synthase is channelled between the two subunits and never released, so this GIFT does not connect to the indole anchor.	anabolic	curated	1	
histidine_biosynthesis	metabolic	PRPP and L-glutamine to L-histidine	Encodes the ten-step pathway from PRPP to L-histidine. The module boundary is kept unchanged because the pathway has no stable intermediate that another capability consumes, which is the test for a cut. L-glutamine is declared as an input for the imidazole glycerol-phosphate synthase amidotransfer; the AICAR released by the same reaction is not declared as an output, on the precedent of L-homocysteine, because it is an internal participant of purine core biosynthesis and an edge there would assert a composition nobody would read as biology.	anabolic	curated	1	
proline_biosynthesis	metabolic	L-glutamate to L-proline	Encodes the phosphorylation, reduction, spontaneous cyclisation and second reduction that turn L-glutamate into L-proline. L-glutamate is declared as an input here, unlike in the transamination-dependent GIFTs of this layer, because its carbon skeleton becomes the product.	anabolic	curated	1	
ornithine_biosynthesis	metabolic	L-glutamate to L-ornithine	Encodes the acetylated branch from L-glutamate to L-ornithine, by either the linear route that hydrolyses the acetyl group off or the cyclic route that transfers it back onto glutamate. The cyclic ArgJ route is the dominant one outside the Enterobacteriaceae, and the two are separately evidenced. The LysW-carrier route of Thermus and the archaea is not curated: its distinguishing orthology group is annotated in no bacterial genome.	anabolic	curated	1	
arginine_biosynthesis	metabolic	L-ornithine to L-arginine	Encodes carbamoylation of L-ornithine to L-citrulline, condensation with L-aspartate and elimination of fumarate to give L-arginine. L-citrulline stays internal: the arginine deiminase pathway passes through the same molecule in the opposite direction, and declaring it would assert a composition edge between a biosynthetic and a catabolic capability that share one reversible enzyme rather than a metabolite boundary.	anabolic	curated	1	
arginine_deiminase_pathway	metabolic	L-arginine to L-ornithine and ammonium	Encodes the arginine deiminase pathway: deimination of L-arginine to L-citrulline, phosphorolysis back to L-ornithine, and substrate-level phosphorylation of ADP from the carbamoyl phosphate released. The trait most users mean by arginine catabolism, and the principal acid-resistance and ATP-generating strategy of streptococci, lactobacilli and many oral and vaginal taxa. All three components are required: ornithine carbamoyltransferase alone is shared with arginine biosynthesis running the other way, so it is the deiminase and the carbamate kinase that identify the catabolic pathway. L-citrulline stays internal, which is why this GIFT and arginine biosynthesis share no boundary except the two amino acids themselves.	catabolic	curated	1	
histidine_degradation_glutamate	metabolic	L-histidine to L-glutamate and ammonium	Encodes the histidine utilisation pathway from L-histidine to L-glutamate: non-oxidative deamination, hydration, ring hydrolysis and release of the formyl group as formamide. Curated with the formamide-releasing hydrolase rather than the folate-dependent formiminotransferase, because the transferase route ends in the one-carbon pool, which giftr has no anchors for.	catabolic	curated	1	
threonine_deamination	metabolic	L-threonine to 2-oxobutanoate and ammonium	Encodes the PLP-dependent deamination of L-threonine. The chemistry is catabolic wherever it runs, and the same enzyme serves the first step of isoleucine biosynthesis: curating it once, as catabolism, and letting isoleucine biosynthesis compose from the 2-oxobutanoate anchor is what keeps one reaction in one GIFT. The resulting threonine-to-isoleucine chain crosses modes, which is the case the composition rule anticipates.	catabolic	curated	1	
serine_deamination	metabolic	L-serine to pyruvate and ammonium	Encodes the deamination of L-serine to pyruvate, the step that makes serine a fermentable substrate rather than only a biosynthetic product. Its product is the pyruvate anchor, so it connects the amino acid layer to the whole fermentation layer in one edge.	catabolic	curated	1	
glutamate_decarboxylation_gaba	metabolic	L-glutamate to 4-aminobutanoate	Encodes the PLP-dependent decarboxylation of L-glutamate to GABA. The reaction consumes a cytoplasmic proton, which is why it is the core of glutamate-dependent acid resistance; the product is also the most studied microbially produced neuroactive compound. giftr claims the encoded decarboxylation only: the antiporter that makes the system work as acid resistance is transport chemistry this layer does not curate, and no evidence layer here says whether GABA leaves the cell.	catabolic	curated	1	
tryptophan_degradation_indole	metabolic	L-tryptophan to indole, pyruvate and ammonium	Encodes tryptophanase, the beta-elimination that releases indole from L-tryptophan. One reaction, one orthology group, and the strongest host-signal claim in the amino acid layer: bacterial indole is an aryl hydrocarbon receptor ligand that modulates epithelial barrier function, and the reaction is what the classical clinical indole test detects. Curated as a capability on the same grounds as cytidylate biosynthesis: a single transformation that establishes a product identity nothing else in the database produces.	catabolic	curated	1	
methionine_degradation_methanethiol	metabolic	L-methionine to methanethiol and 2-oxobutanoate	Encodes methionine gamma-lyase, which releases methanethiol, 2-oxobutanoate and ammonium from L-methionine. Methanethiol is a principal volatile sulfur compound of oral malodour and a documented colonocyte irritant. The enzyme is promiscuous towards homocysteine and cysteine; the GIFT is named for methionine and its marker is deliberately not accepted as evidence for any cysteine capability.	catabolic	curated	1	
cysteine_degradation_sulfide	metabolic	L-cysteine to hydrogen sulfide and pyruvate	Encodes the dedicated cysteine desulfidases that release hydrogen sulfide, pyruvate and ammonium from L-cysteine. The trait is knowingly under-called: many PLP enzymes carry this activity as a side reaction, and accepting them would make every transsulfuration genome a sulfide producer, since cystathionine beta-lyase is already curated as evidence for cysteine biosynthesis. Only the dedicated desulfidase orthology groups are accepted, which is a claim about specificity rather than about prevalence. The product closes the sulfide anchor, which two biosynthesis GIFTs consumed and nothing produced.	catabolic	curated	1	
glycine_reduction_stickland	metabolic	Glycine to acetyl phosphate and ammonium	Encodes the glycine reductase complex, the reductive half of Stickland fermentation: glycine is reduced and deaminated to acetyl phosphate, which phosphorylates ADP. The complete selenoprotein complex is required, which is what makes the trait specific -- 128 of 10151 bacterial genomes -- and it is diagnostic of proteolytic Clostridia including Clostridioides difficile. giftr states the encoded chemistry only: selenocysteine incorporation itself is a separate capability this layer does not evaluate.	catabolic	curated	1	
proline_reduction_stickland	metabolic	L-proline to 5-aminopentanoate	Encodes Stickland proline reduction: racemisation of L-proline to D-proline and reductive ring opening to 5-aminopentanoate by the selenoprotein proline reductase. The racemase is required because the reductase is specific for the D isomer, and the two together are what distinguishes the trait from proline oxidation. Rare and diagnostic, like glycine reduction, and it forms a cross-mode pair with proline biosynthesis.	catabolic	curated	1	
mercury_detoxification	defense	Mercury detoxification	Encodes the machinery that detoxifies mercury by reducing Hg(II) to volatile elemental Hg(0), through the NADPH-dependent mercuric reductase MerA, with delivery of the metal to the reductase, mercury-responsive induction of the operon and organomercurial carbon-mercury lysis as accessory functions. A positive call means the genome encodes MerA-dependent reduction. It does not mean the organism survives mercury exposure: that depends on the dose, on which mercury species it meets, and on efflux and sequestration systems this GIFT does not describe.		curated	1	Reduction is the only required function. A genome carrying merA alone detoxifies the Hg(II) that reaches its cytoplasm, which is the claim; requiring merT and merP would refuse such a genome on the strength of an operon architecture that varies, because merC and merE substitute for the pair in several lineages, and giftr has no evidence layer for how much metal gets in. Organomercurial lysis by MerB is curated as an accessory function and not as a second mechanism: broad-spectrum resistance is a genuinely different phenotype, and whether it deserves its own mechanism is recorded as an open question in inst/doc/proposal-aromatic-degradation.md. Mercury methylation by hgcAB is not this capability and is not curated: it makes mercury more toxic, not less.
isocitrate_to_oxoglutarate	metabolic	Isocitrate to 2-oxoglutarate	Encodes oxidative decarboxylation of isocitrate to 2-oxoglutarate by either NADP- or NAD-dependent isocitrate dehydrogenase. A positive call establishes the oxidative fate of the isocitrate branchpoint; it does not mean the citric acid cycle closes.	catabolic	curated	1	Separated from acetyl_coa_to_isocitrate so that the glyoxylate bypass can branch at a declared anchor without duplicating the upper segment. The two cofactor-specific reactions are alternative routes because their markers distinguish them.
glyoxylate_bypass	metabolic	Isocitrate and acetyl-CoA to succinate and malate	Encodes the two-reaction glyoxylate bypass: isocitrate lyase cleaves isocitrate to succinate and glyoxylate, then malate synthase condenses the glyoxylate with acetyl-CoA to malate. A positive call means this carbon-conserving branch is encoded. It does not mean the glyoxylate cycle closes, carries flux, or supports growth on any substrate.	catabolic	curated	1	Isocitrate is the branch boundary; glyoxylate is produced and consumed inside the complete route and remains internal. K01639 is refused because it is N-acetylneuraminate lyase, not malate synthase. K19282 is deferred because its malyl-CoA route requires two different Rhea reactions rather than the direct malate-synthase reaction curated here.
nitrogen_fixation	metabolic	Dinitrogen to ammonium	Encodes reduction of dinitrogen to ammonium by a complete curated nitrogenase architecture, including the catalytic and electron-delivery components and the nitrogenase-specific cofactor-assembly proteins that cannot be replaced by housekeeping pathways. A positive call means the genome encodes nitrogen-fixation chemistry. It does not mean the system is expressed, protected from oxygen, supplied with reductant, or fixes nitrogen in situ.	anabolic	curated	1	The molybdenum architecture requires NifHDK, NifEN and NifB; NifU, NifS, NifV and NifM are not required because their roles are not universally nitrogenase-specific or can be supplied by host pathways. A vanadium architecture requires VnfHDGK, VnfEN and NifB and is a separate route with its own Rhea master. NifH alone is explicitly insufficient. The Fe-only architecture is deferred because current KO groups do not separate AnfHDK from NifHDK while the minimum native assembly requirement remains context-dependent.
assimilatory_sulfate_reduction	metabolic	Sulfate to hydrogen sulfide	Encodes activation and assimilatory reduction of sulfate to hydrogen sulfide through either the direct APS or the PAPS branch and either NADPH- or ferredoxin-dependent sulfite reductase. A positive call means one complete assimilatory route is encoded. It does not mean sulfate is available, sulfur is incorporated into biomass, or dissimilatory sulfur respiration occurs.	anabolic	curated	1	Four minimal routes materialise the APS/PAPS and NADPH/ferredoxin alternatives. The shared CysH KO K00390 is refused because KEGG assigns it both EC 1.8.4.8 and 1.8.4.10 and it cannot decide which branch is complete; the two branch reactions therefore use reaction-specific EC markers. Dissimilatory AprAB and DsrAB markers are not accepted. CysNC is represented at the correct system layer as a fusion that can satisfy APS kinase and, with CysD, sulfate adenylyltransferase.
